,sytoxG_t0,sytoxG_t2,sytoxG_t4,sytoxG_t6,sytoxG_t8,sytoxG_t10,sytoxG_t12,sytoxG_t14,sytoxG_t16,sytoxG_t18,sytoxG_t20,sytoxG_t22,sytoxG_t24,sytoxG_t26,sytoxG_t28,sytoxG_t30,sytoxG_t32,sytoxG_t34,sytoxG_t36,sytoxG_t38,sytoxG_t40,sytoxG_t42,sytoxG_t44,sytoxG_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
AZD6482,81.68121,85.39399,86.32218,85.85809,121.5936,187.4955,256.6461,307.6968,343.8965,379.1679,402.3728,424.6494,451.103,488.2309,531.856,576.8735,603.3271,633.4935,646.0241,660.4111,674.7982,690.5775,685.4724,696.1467,420.878669583333,81.68121,696.1467,19424.34823,46,0,614.46549,614.46549,34.5753,11,-2.55255,43
Doxorubicin..Adriamycin.,2.320489,1.856391,23.20489,56.61993,66.83008,87.25038,90.49906,93.28365,91.42726,81.21711,69.61466,59.40451,51.05075,49.65846,36.66372,40.8406,45.94568,48.26617,46.40978,50.12256,59.40451,71.00696,76.11204,93.74775,58.0315579166667,1.856391,93.74775,2689.446541,46,2,91.891359,91.427261,16.70752,5,-6.49737,27
Safinamide.Mesylate,61.26091,64.97369,76.57613,71.47105,73.79154,89.57087,107.2066,118.809,126.2346,136.4447,155.0087,190.7442,227.872,263.6075,275.21,302.1277,313.266,307.6968,314.1942,304.4482,305.8404,311.8737,298.4149,287.7406,199.349332916667,61.26091,314.1942,9219.76646999999,36,0,252.93329,226.47969,18.5639,23,-6.7294,43
PFI.1..PF.6405761.,47.80207,55.22763,56.61993,64.97369,66.83008,90.03497,116.4885,128.5551,148.9754,183.7827,235.7617,294.7021,345.2887,377.7756,407.9419,464.0978,502.1538,535.5688,567.1275,594.5092,596.3657,588.9401,595.4374,599.1502,319.337940416667,47.80207,599.1502,14681.26887,46,0,551.34813,551.34813,29.4702,21,-3.71279999999996,41
Iloperidone,65.43778,74.71974,75.18384,70.07877,71.47105,89.10677,95.14005,99.31693,109.063,117.8808,135.0524,162.8983,187.9596,221.3746,225.0874,243.6513,244.1154,241.7949,226.9438,222.7669,231.1207,240.8667,230.6566,229.7284,162.975655416667,65.43778,244.1154,7527.66528,32,0,178.67762,164.29062,16.7075,25,-7.42555,35
Empty.1.10,64.97369,63.1173,58.94042,59.86861,62.6532,74.71974,95.14005,116.0244,134.5883,151.2959,168.4675,203.2748,242.7231,254.7897,278.9228,278.9228,258.5025,248.2923,252.9333,247.3641,249.2205,241.7949,248.2923,244.1154,179.122400416667,58.94042,278.9228,8288.78613,28,4,219.98238,179.14171,19.72415,23,-10.21015,31
Empty.1.11,73.79154,78.89662,77.96842,72.86335,71.93516,83.5376,100.7092,114.1681,115.0962,140.6216,168.0034,199.0979,235.2976,257.1102,274.2818,298.4149,306.3045,317.4429,310.0173,306.7686,310.9455,297.9508,303.0558,300.7354,200.625599583333,71.93516,317.4429,9255.50184,34,8,245.50774,226.94386,18.09985,23,-6.49734999999998,41
Selumetinib..AZD6244.,81.68121,83.5376,80.28892,71.47105,91.89136,149.9036,196.3134,202.8107,186.5673,186.1032,195.3852,227.872,249.6846,291.9175,319.2993,332.7581,342.9683,337.8632,334.6145,331.8299,328.1171,332.7581,327.1889,323.9402,233.615218333333,71.47105,342.9683,10807.90907,32,6,271.49725,242.25899,29.00612,9,-8.1217,15
Etoposide,75.18384,76.57613,82.1453,79.82481,86.78629,124.8423,146.6549,137.837,144.3344,160.1137,186.5673,227.872,274.7459,301.6635,320.6916,322.5479,335.0786,335.0786,316.5147,311.8737,317.4429,319.7634,314.6583,313.7301,221.35529875,75.18384,335.0786,10236.1404,32,0,259.89476,238.54626,23.43695,23,-9.28194999999999,35
Canertinib..CI.1033.,76.11204,79.82481,81.68121,85.85809,94.21185,121.5936,156.8651,179.6058,193.5288,204.203,208.844,236.6899,276.6023,318.3711,350.8579,382.4166,401.9087,412.1188,403.765,407.9419,402.8369,393.5549,385.6653,369.4218,259.353308333333,76.11204,412.1188,12003.42496,34,0,336.00676,293.30976,20.8844,25,-8.12174999999999,45
Letrozole,90.96317,95.14005,96.06824,96.99644,103.9579,122.0577,141.5498,155.0087,159.1855,159.6496,177.2854,196.3134,221.3746,245.5077,264.9998,272.8895,286.8124,280.7791,286.3483,264.5357,248.7564,248.2923,239.4744,231.5848,195.230454166667,90.96317,286.8124,9048.51383,32,0,195.84923,140.62163,12.5306,23,-10.9063,37
Lenalidomide..CC.5013.,70.54286,74.71974,84.92989,79.36072,77.96842,96.53233,120.2013,123.45,124.8423,133.6602,163.3624,191.6724,224.6233,248.2923,258.0384,258.9666,261.7511,270.569,269.1767,279.851,279.851,268.7126,251.541,243.1872,185.658448333333,70.54286,279.851,8597.87546000001,38,0,209.30814,172.64434,16.47545,23,-8.58580000000001,43
Enzalutamide..MDV3100.,63.58139,60.79681,56.15583,50.58666,49.19436,60.79681,71.47105,88.17857,111.8476,127.1628,139.6934,168.9316,214.4132,241.7949,245.9718,262.2152,274.7459,273.8177,258.0384,243.1872,227.872,221.8387,219.9823,214.4132,164.4453075,49.19436,274.7459,7615.38017,32,8,225.55154,150.83181,22.7408,23,-7.88964999999999,35
Sorafenib.Tosylate,43.62519,43.62519,45.94568,44.08929,41.3047,50.58666,57.08403,71.47105,82.1453,99.78102,117.8808,133.1961,155.9368,166.6111,180.534,195.3852,205.1312,215.8055,214.4132,221.8387,234.3694,252.4692,262.2152,283.5638,142.458679583333,41.3047,283.5638,6510.82763,46,8,242.2591,239.93861,11.37035,23,-1.392295,7
Cinacalcet.HCl,17.63572,16.70752,16.24342,17.63572,20.8844,21.3485,21.8126,26.91767,32.95094,37.12782,50.12256,80.75301,108.1348,147.5831,181.4622,190.7442,199.562,216.7337,219.9823,234.3694,239.0103,232.9771,227.4079,219.5182,115.734378333333,16.24342,239.0103,5318.09624,40,4,222.76688,201.88248,19.72415,25,-3.94485,45
VX.680..Tozasertib..MK.0457.,53.83534,52.44305,48.26617,48.26617,81.21711,131.3397,176.3571,192.1365,173.5726,155.0087,142.9421,152.2241,174.9649,215.8055,255.7179,277.5305,292.3816,279.851,287.7406,295.1662,279.851,258.9666,248.2923,230.6566,187.688889166667,48.26617,295.1662,8724.57474,38,4,246.90003,176.82126,25.061295,9,-10.4422,41
BX.912,36.66372,38.52011,35.73553,33.41504,58.47632,101.6374,151.2959,176.3571,180.9981,190.7442,193.5288,226.9438,256.6461,280.7791,291.4534,294.7021,303.5199,301.6635,295.1662,298.879,289.1329,277.0664,288.6688,309.0891,204.628438333333,33.41504,309.0891,9476.41222,46,6,275.67406,272.42538,24.82925,11,-6.03325000000001,41
Nutlin.3,44.08929,38.52011,42.69699,38.05602,39.91241,56.15583,79.36072,91.89136,101.6374,116.0244,133.1961,147.5831,170.3239,198.6339,206.0594,218.59,226.9438,228.8002,231.1207,237.6181,247.8282,251.0769,254.3256,264.0716,152.688167916667,38.05602,264.0716,7020.87117000001,46,6,226.01558,219.98231,14.155,25,-2.78459,1
Biperiden.HCl,55.69173,50.12256,47.33797,43.16109,44.08929,51.51485,68.22237,76.57613,78.89662,86.32218,105.8143,136.9088,168.9316,194.457,211.6286,226.4797,243.1872,238.5462,229.7284,223.6951,201.4184,190.7442,193.5288,173.5726,139.19065375,43.16109,243.1872,6451.88705,32,6,200.02611,117.88087,16.0114,23,-11.13835,39
HA14.1,73.79154,76.11204,65.43778,51.51485,52.90715,56.15583,62.6532,70.54286,79.36072,82.60941,108.1348,139.6934,173.5726,188.8878,192.6006,203.2748,190.2801,195.8493,200.0261,184.7109,193.0647,188.8878,191.6724,184.2468,133.582811666667,51.51485,203.2748,6153.93662,30,6,151.75995,110.45526,16.9396,23,-7.6576,37
Epothilone.A,48.73027,50.58666,52.90715,58.01222,77.04023,105.3502,128.5551,141.0857,150.3677,162.8983,188.8878,207.9158,252.9333,293.3098,339.2555,360.604,385.6653,407.0137,422.7931,410.7265,413.047,422.329,408.406,408.8701,245.720434583333,48.73027,422.7931,11336.98049,36,0,374.06283,360.13983,22.97285,27,-6.9615,43
Brivanib..BMS.540215.,64.97369,66.36598,60.33271,56.15583,63.1173,85.39399,107.6707,109.9912,116.9526,125.3064,135.9807,161.9701,194.457,214.4132,227.872,230.6566,226.4797,226.4797,200.0261,180.534,177.7495,168.0034,162.8983,150.8318,146.4421875,56.15583,230.6566,6813.41951,30,6,174.50077,85.85811,16.24345,23,-13.2268,35
Ki16425,68.68647,75.18384,77.96842,64.04549,72.39925,91.42726,96.99644,109.9912,111.3835,129.4833,157.3291,204.6671,251.541,280.3151,290.9893,294.238,290.5252,303.0558,309.5532,301.6635,282.1714,289.597,274.7459,261.287,195.385157083333,64.04549,309.5532,9048.51407,36,6,245.50771,192.60053,23.669,21,-9.74605,39
PF.04217903,66.83008,63.1173,59.86861,58.94042,69.15057,80.28892,99.31693,104.422,106.2784,105.3502,122.9859,161.0419,195.8493,222.3028,224.1592,228.8002,238.0822,242.7231,238.0822,233.4412,217.1978,202.3466,197.2415,195.3852,155.550105416667,58.94042,242.7231,7204.18978,34,6,183.78268,128.55512,19.028,21,-8.1217,39
Fluconazole,90.96317,99.31693,90.49906,86.78629,79.36072,97.92463,115.5603,125.7705,129.9474,135.5166,160.1137,196.7775,252.9333,270.1049,277.0664,277.0664,287.2765,269.1767,263.1434,252.0051,243.1872,219.5182,195.8493,187.4955,183.473320833333,79.36072,287.2765,8528.26073,32,8,207.91578,96.53233,28.0779,23,-11.8345,41
ZM.447439,90.49906,93.28365,96.53233,90.96317,79.82481,92.35545,103.4938,119.2731,138.7652,148.5113,174.0367,217.1978,249.6846,279.3869,299.343,304.4482,281.7073,296.0944,290.9893,295.6303,298.4149,299.343,301.6635,308.1609,206.233444583333,79.82481,308.1609,9500.54538000001,46,8,228.33609,217.66184,21.58055,21,-11.37045,31
Glimepiride,132.2679,123.45,123.45,120.2013,117.4167,134.1243,145.2626,152.6882,148.9754,167.5393,179.6058,200.0261,216.7337,239.0103,258.0384,271.4972,291.9175,303.0558,302.1277,292.3816,284.956,271.9613,255.7179,244.5795,207.374354166667,117.4167,303.0558,9577.1216,34,8,185.6391,112.3116,11.1383,25,-8.1217,43
Foretinib..GSK1363089.,80.75301,83.5376,87.25038,101.1733,143.8703,176.8212,204.6671,207.4517,203.7389,204.203,220.9105,243.6513,273.8177,312.3378,340.6478,363.8527,376.8474,379.1679,365.2449,362.4604,358.2835,345.7528,346.681,337.8632,255.041057916667,80.75301,379.1679,11823.35457,34,0,298.41489,257.11019,21.3485,7,-6.9615,35
Loratadine,65.90189,65.90189,63.58139,64.04549,64.97369,80.75301,95.14005,96.06824,99.31693,103.4938,121.5936,146.1908,200.4902,241.7949,278.9228,290.9893,278.9228,274.2818,266.3921,276.1382,280.3151,287.2765,300.7354,296.5585,180.824099166667,63.58139,300.7354,8317.09637000001,44,4,237.15401,230.65661,27.1497,23,-6.03325000000001,31
Empty.1.12,85.39399,88.17857,89.57087,87.25038,96.99644,111.8476,122.5218,136.9088,144.3344,159.1855,189.816,233.4412,266.3921,295.1662,317.4429,329.0453,335.5427,331.3658,323.9402,314.6583,303.5199,288.6688,290.0611,277.9946,217.468477083333,85.39399,335.5427,10075.09831,32,0,250.14871,192.60061,21.8126,21,-7.42555000000002,41
Empty.1.13,59.40451,56.15583,59.40451,63.1173,71.00696,81.21711,96.06824,113.2399,126.6987,137.837,158.7214,197.7056,229.7284,258.0384,276.1382,300.7354,304.4482,308.625,302.5917,297.9508,285.8842,284.0278,284.956,289.597,193.470756666667,56.15583,308.625,8937.59481,34,2,252.46917,230.19249,19.4921,21,-6.0333,39
Cabozantinib..XL184..BMS.907351.,71.00696,76.57613,72.86335,86.78629,102.1015,129.0192,138.7652,142.9421,158.2573,170.788,192.1365,222.3028,245.0436,268.2485,303.5199,343.8965,359.6758,381.4884,374.991,390.3062,383.3448,387.0575,387.0575,398.1959,241.09878875,71.00696,398.1959,11103.539,46,0,327.18894,327.18894,20.1883,29,-3.48069999999998,39
Amonafide,90.03497,86.32218,81.68121,86.78629,95.60414,125.7705,142.9421,158.7214,177.2854,190.2801,236.6899,280.7791,333.6863,381.0243,417.2239,442.7493,463.6337,503.5461,492.8718,497.0487,496.1205,497.0487,484.054,483.1258,301.87626625,81.68121,503.5461,13916.90001,34,4,421.86489,393.09083,26.4536,23,-6.49735000000001,43
Alisertib..MLN8237.,89.57087,94.21185,89.10677,76.11204,72.39925,88.17857,113.704,132.2679,135.5166,155.9368,178.6776,212.0927,247.3641,274.2818,286.8124,297.9508,277.9946,271.4972,253.3974,246.4359,236.2258,220.9105,213.9491,198.6339,185.967852083333,72.39925,297.9508,8638.25212999999,30,8,225.55155,109.06303,17.6357,23,-9.97810000000001,31
Isotretinoin,72.39925,75.18384,67.29417,65.90189,71.47105,83.0735,96.99644,110.4553,117.8808,141.0857,166.6111,199.562,226.9438,248.2923,255.7179,264.0716,270.1049,281.2433,290.9893,316.0506,325.3326,333.6863,341.576,340.1837,198.421139166667,65.90189,341.576,9111.63173000001,44,6,275.67411,267.78445,16.47545,21,-3.944835,3
AG.490..Tyrphostin.B42.,72.39925,80.28892,72.39925,77.04023,77.50433,79.82481,98.38873,114.6321,126.2346,149.4395,180.9981,220.9105,246.9,258.5025,282.6355,292.3816,296.5585,307.2327,292.3816,276.6023,264.5357,263.1434,258.5025,259.8947,193.722138333333,72.39925,307.2327,8966.36869,34,0,234.83345,187.49545,19.9562,21,-7.88964999999999,37
Omeprazole.,62.1891,64.04549,62.1891,60.33271,64.97369,101.1733,134.1243,147.5831,155.9368,161.9701,180.0699,203.2748,235.2976,253.8615,271.9613,277.0664,261.287,249.2205,227.4079,224.1592,207.9158,202.3466,195.8493,192.1365,174.848832916667,60.33271,277.0664,8138.41838,30,6,216.73369,129.9474,18.099805,9,-10.9063,35
SNS.314.Mesylate,64.97369,61.26091,53.83534,48.73027,47.33797,47.80207,55.69173,66.36598,75.64793,92.81956,115.0962,134.1243,179.6058,208.844,234.8335,258.0384,264.9998,270.569,280.7791,277.9946,266.8562,259.4307,258.9666,233.9053,160.77120625,47.33797,280.7791,7418.13891,36,8,233.44113,168.93161,22.74075,23,-12.53065,45
Stavudine..d4T.,14.85113,17.17162,15.31523,16.24342,17.17162,19.9562,22.27669,32.48684,43.16109,56.15583,70.54286,92.81956,118.3449,155.0087,189.3519,216.7337,237.154,260.8229,284.4919,290.5252,302.5917,317.907,331.8299,339.7196,144.276395416667,14.85113,339.7196,6570.69625,46,0,324.86847,324.86847,18.3319,25,-0.928195000000001,3
Lenvatinib..E7080.,81.21711,76.57613,70.54286,66.83008,61.26091,68.22237,92.81956,116.9526,132.732,150.8318,175.8931,196.3134,227.872,272.8895,303.984,334.1504,366.6372,381.4884,377.7756,368.0295,355.963,343.4323,324.4043,310.0173,219.034809166667,61.26091,381.4884,10122.43643,34,8,320.22749,228.80019,22.50875,25,-9.51400000000001,43
Alfuzosin.HCl.,46.40978,46.87387,47.80207,42.2329,45.94568,56.15583,69.61466,84.00169,95.14005,108.1348,134.5883,181.9263,209.3081,229.2643,239.9386,245.0436,239.0103,239.0103,239.4744,239.4744,243.6513,232.9771,238.0822,233.9053,157.831909583333,42.2329,245.0436,7295.61657999999,30,6,202.8107,187.49552,23.669,21,-5.33709999999999,41
JNJ.26854165..Serdemetan.,69.61466,66.36598,72.39925,74.25565,77.04023,102.1015,144.7985,193.9929,210.7004,238.0822,252.9333,272.4254,300.2713,315.1224,329.9735,356.8912,380.5602,406.5497,444.1416,497.5128,548.5635,600.0784,652.0574,694.2903,304.19676125,66.36598,694.2903,13837.53958,46,2,627.92432,624.67564,26.6856,37,-1.62434,1
Sumatriptan.Succinate,48.73027,51.97895,51.51485,52.44305,60.79681,80.75301,98.38873,116.9526,147.5831,162.4342,179.6058,205.1312,240.8667,261.287,272.4254,290.0611,308.625,312.3378,316.5147,303.5199,294.238,291.4534,296.5585,295.6303,197.492932083333,48.73027,316.5147,9135.30017,36,0,267.78443,246.90003,17.86775,23,-6.4974,37
ENMD.2076,77.50433,69.61466,69.15057,81.68121,102.1015,160.5778,205.1312,235.2976,242.7231,251.541,275.6741,315.1224,364.7809,394.4831,423.7213,425.5777,421.8649,409.3342,394.019,385.6653,380.0961,367.5654,359.6758,350.3938,281.804040416667,69.15057,425.5777,13098.69581,30,4,356.42713,272.88947,29.23815,9,-7.6576,35
Zileuton,51.97895,50.58666,51.51485,47.33797,46.40978,62.6532,74.25565,80.75301,95.60414,116.9526,150.3677,189.816,233.9053,263.1434,282.6355,299.8072,311.4096,313.7301,317.907,326.7248,318.8352,314.1942,301.6635,310.9455,192.213825416667,46.40978,326.7248,8863.33917000001,38,8,280.31502,258.96655,22.04465,23,-6.26535000000001,43
Raltitrexed,61.725,63.1173,73.32745,73.79154,79.82481,100.7092,129.4833,147.119,155.4727,169.3957,188.4237,216.2696,247.8282,268.2485,275.21,282.6355,283.0996,283.5638,264.5357,260.3589,257.1102,262.2152,246.9,262.6794,193.876845833333,61.725,283.5638,8981.68419999999,34,0,221.8388,200.9544,15.7793,23,-9.51405,35
PHA.680632,67.75828,67.75828,69.15057,70.07877,90.03497,130.8756,166.6111,189.3519,202.3466,226.4797,260.3589,314.6583,384.7371,455.744,512.364,561.0942,581.0504,604.7194,619.1064,633.4935,648.8087,653.4496,670.6213,682.2237,369.286469583333,67.75828,682.2237,16975.76856,46,0,614.46542,614.46542,35.50345,25,0,1
Decitabine,63.58139,65.90189,70.07877,68.22237,74.71974,100.7092,128.091,141.0857,144.7985,159.1855,189.3519,236.2258,284.4919,324.8684,343.8965,340.1837,343.8965,348.5374,352.2502,344.3605,329.9735,330.4376,320.2274,316.9788,225.918923333333,63.58139,352.2502,10463.54813,36,0,288.66881,253.39741,24.13305,23,-7.1935,39
Marbofloxacin,71.00696,73.79154,77.50433,79.36072,88.64268,110.4553,127.1628,135.0524,158.2573,164.7547,193.9929,235.7617,278.9228,313.266,335.0786,369.8859,377.7756,392.6267,370.8141,365.709,369.8859,366.6372,359.6758,368.0295,241.00210125,71.00696,392.6267,11129.0644,34,0,321.61974,297.02254,21.58055,23,-10.9063,35
Fluorouracil..5.Fluoracil..5.FU.,77.50433,69.15057,65.43778,64.97369,70.07877,89.10677,100.2451,125.3064,150.3677,166.147,185.6391,213.9491,249.6846,263.1434,265.928,277.5305,281.7073,286.3483,271.4972,284.4919,288.6688,284.0278,292.8457,305.3763,197.04817125,64.97369,305.3763,9075.43159,46,6,240.40261,227.87197,17.86775,23,-7.42554999999999,35
GSK429286A,42.2329,42.2329,44.08929,45.48158,50.12256,66.36598,89.57087,112.3117,124.3782,142.0139,165.6829,192.6006,223.6951,240.4026,248.2923,244.1154,237.154,226.0156,206.5235,190.7442,189.3519,182.3904,180.9981,178.2135,152.707499166667,42.2329,248.2923,7109.51356,28,0,206.0594,135.9806,15.54725,23,-9.74605,35
Cyclophosphamide,94.67594,98.38873,90.96317,84.92989,80.28892,103.4938,111.8476,121.1295,130.4115,142.0139,171.7162,204.203,235.7617,264.5357,288.2047,307.2327,304.4482,314.1942,322.5479,317.907,324.4043,310.4814,297.4867,304.4482,209.404785416667,80.28892,324.4043,9652.30555999999,40,8,244.11538,209.77226,16.2434,21,-6.96144999999999,41
MC1568,92.35545,89.57087,87.25038,76.11204,80.75301,96.99644,113.2399,122.0577,121.5936,130.8756,146.1908,173.5726,201.8825,239.4744,256.6461,284.4919,302.5917,297.9508,289.597,275.21,268.7126,269.1767,264.9998,264.5357,189.409899583333,76.11204,302.5917,8734.78403,32,6,226.47966,172.18025,18.79595,25,-7.1935,37
Empty.1.14,90.49906,87.25038,86.32218,85.85809,83.5376,88.64268,106.7425,110.9194,128.091,135.0524,135.0524,164.2906,190.2801,224.6233,239.0103,252.0051,278.9228,290.5252,282.1714,283.0996,285.8842,298.879,316.9788,320.6916,190.222070416667,83.5376,320.6916,8719.46872,46,8,237.154,230.19254,17.1716,25,-4.17689999999999,35
Empty.1.15,71.47105,73.79154,67.29417,64.04549,57.08403,71.47105,87.71448,104.422,122.5218,135.5166,160.1137,203.7389,254.3256,285.8842,308.625,330.9017,345.2887,351.7861,345.7528,351.322,350.3938,355.0348,367.1013,373.1346,218.280642083333,57.08403,373.1346,10032.86517,46,8,316.05057,301.66355,25.29335,23,-3.48073,7
HMN.214,71.93516,77.96842,84.4658,76.57613,85.85809,106.2784,129.4833,145.7267,165.6829,180.9981,212.5568,231.5848,254.3256,284.0278,306.7686,322.0839,355.4989,376.8474,399.1241,421.4008,438.1083,457.1363,471.9874,480.3412,255.6985375,71.93516,480.3412,11721.25344,46,0,408.40604,408.40604,16.7075,31,-3.944835,5
Sulfadiazine,51.97895,58.47632,63.1173,65.90189,78.43253,113.2399,161.9701,179.1417,191.2083,200.4902,228.8002,255.7179,286.8124,322.5479,349.9297,366.1731,370.8141,357.3553,362.4604,361.0681,344.3605,340.6478,342.9683,353.1784,241.949637083333,51.97895,370.8141,11208.42523,32,0,318.83515,301.19945,24.3651,11,-8.35380000000001,39
Betamethasone.,84.00169,97.46053,88.64268,87.25038,86.78629,99.31693,104.422,110.4553,112.3117,117.8808,132.732,131.8038,141.0857,139.2293,148.0472,147.119,152.2241,163.3624,174.5008,189.816,200.9543,213.485,223.231,229.2643,140.640966666667,84.00169,229.2643,6437.50041,46,0,145.26261,145.26261,7.6576,37,-4.408925,3
Teniposide.,93.74775,85.85809,88.17857,87.25038,84.00169,91.89136,107.6707,126.2346,129.4833,141.0857,164.7547,200.0261,243.6513,281.2433,323.9402,346.2169,368.4936,396.8036,420.9367,437.6442,444.6057,471.0592,488.6949,505.4025,255.369793333333,84.00169,505.4025,11658.59983,46,8,421.40081,411.65475,21.8126,23,-3.94483,1
Cyclosporine.,88.64268,84.92989,89.10677,92.35545,87.71448,99.31693,112.7758,119.2731,125.3064,144.3344,149.9036,170.3239,186.5673,207.9158,239.0103,261.7511,290.5252,302.5917,307.6968,326.2607,341.1118,335.0786,325.7966,330.4376,200.7802875,84.92989,341.1118,9218.37352000001,40,2,256.18191,241.79492,15.54725,27,-4.64099999999999,43
Acetylcholine.Chloride,96.99644,108.1348,106.7425,96.06824,89.10677,100.2451,118.809,137.837,142.9421,165.2188,196.7775,234.3694,271.0331,300.2713,336.0068,357.3553,356.4271,361.0681,359.6758,349.9297,341.576,329.0453,301.1995,287.2765,231.004672916667,89.10677,361.0681,10703.95136,34,8,271.96133,190.28006,18.79595,21,-13.9229,43
Quizartinib..AC220.,140.1575,151.76,125.7705,106.7425,91.42726,80.28892,74.71974,74.71974,76.11204,94.21185,116.0244,150.8318,185.6391,228.8002,243.1872,245.9718,253.3974,257.5742,273.3536,273.8177,277.9946,264.5357,257.1102,259.4307,179.315777083333,74.71974,277.9946,8207.5691,40,12,203.27486,119.2732,21.58055,25,-12.99475,3
Proparacaine.HCl,110.4553,120.2013,111.8476,99.31693,89.57087,90.49906,102.5656,120.2013,125.3064,128.091,142.9421,182.8545,221.8387,258.5025,285.4201,291.4534,302.5917,315.1224,324.8684,303.5199,292.3816,284.0278,273.8177,263.1434,201.689148333333,89.57087,324.8684,9307.48042,36,8,235.29753,152.6881,19.9562,21,-10.67425,37
CP.673451,106.7425,106.7425,102.5656,79.82481,69.15057,67.75828,77.04023,83.5376,95.60414,101.1733,109.5271,129.4833,142.9421,180.0699,194.9211,227.872,245.5077,249.6846,260.3589,264.5357,273.8177,267.7844,249.6846,229.7284,163.169042916667,67.75828,273.8177,7495.64316,40,10,206.05942,122.9859,18.5639,25,-11.370395,5
