,confluency_t0,confluency_t2,confluency_t4,confluency_t6,confluency_t8,confluency_t10,confluency_t12,confluency_t14,confluency_t16,confluency_t18,confluency_t20,confluency_t22,confluency_t24,confluency_t26,confluency_t28,confluency_t30,confluency_t32,confluency_t34,confluency_t36,confluency_t38,confluency_t40,confluency_t42,confluency_t44,confluency_t46,mean,min,max,AUC_trapezoidal_integration,time_to_max,time_to_min,delta_min_max,delta_start_finish,most_positive_slope,time_to_most_positive_slope,most_negative_slope,time_to_most_negative_slope
Cefoselis.Sulfate,99.52164,99.67845,99.63823,99.7297,99.76286,99.71221,99.72251,99.69757,99.59894,99.85569,99.7393,99.86115,99.899,99.93251,99.87537,99.86888,99.91013,99.97844,99.91406,100,99.97236,99.96186,99.97858,99.93651,99.8227479166667,99.52164,100,4592.03375,38,0,0.478359999999995,0.414869999999993,0.128374999999998,17,-0.0581949999999978,19
Malotilate,99.83214,99.88546,99.54768,99.76174,99.86025,99.85943,99.8673,99.73019,99.93768,99.92926,99.80167,99.94743,99.91759,99.95177,99.9566,99.92152,100,100,99.97153,99.9408,100,99.98058,99.95393,99.89072,99.8935529166667,99.54768,100,4595.16768,32,4,0.45232,0.0585800000000063,0.107030000000002,5,-0.168889999999998,3
Meropenem,99.65172,99.74274,99.77425,99.86888,99.73674,99.59922,99.64848,99.52075,99.79324,99.83179,99.7757,99.84872,99.9151,99.86799,99.86771,99.96317,100,99.93478,99.81929,99.92532,99.94253,99.91254,99.98092,99.82661,99.82284125,99.52075,100,4592.01805,32,14,0.479249999999993,0.174890000000005,0.136244999999995,15,-0.0771549999999976,45
SNS.032..BMS.387032.,99.81577,99.73785,99.58678,99.5474,99.63147,99.88029,99.97685,99.96883,99.94785,100,100,99.97333,100,100,100,100,100,100,100,100,100,100,100,100,99.9194341666667,99.5474,100,4596.31707,18,6,0.452600000000004,0.184229999999999,0.124410000000005,9,-0.075534999999995,3
Oxcarbazepine,99.51301,99.62174,99.65551,99.59299,99.5709,99.34964,99.00647,98.75428,99.01435,99.01372,99.34004,99.33541,99.54788,99.71375,99.72244,99.67637,99.73868,99.88927,99.67651,99.83159,99.86702,99.88408,99.92704,99.78993,99.5430258333333,98.75428,99.92704,4578.7623,44,14,1.17276000000001,0.276920000000004,0.163159999999998,19,-0.171585,11
Capecitabine.,99.80872,99.89465,99.88242,99.91675,99.95248,99.78524,99.84781,99.80879,99.76396,99.93306,99.792,99.97402,99.95889,100,100,100,99.95827,100,100,100,100,99.97361,99.94315,99.98038,99.923925,99.76396,100,4596.5593,26,16,0.236040000000003,0.171660000000003,0.0910099999999971,21,-0.0836199999999963,9
Tenofovir.,99.41512,99.58243,99.84036,99.7717,99.68618,99.72279,99.86095,99.82938,99.92421,99.90218,99.92574,100,99.89513,99.97803,99.92774,99.97823,99.90639,99.95419,99.81528,99.97374,99.83807,99.82281,99.85997,99.85749,99.8445045833333,99.41512,100,4593.26361,22,0,0.584879999999998,0.442369999999997,0.128965000000001,3,-0.0694549999999978,35
Cisplatin,99.84161,99.91226,99.89797,99.81818,99.84637,99.86198,99.92671,99.92042,99.97989,99.96455,99.97437,99.95053,99.93616,99.93395,99.97961,99.98071,100,100,99.90322,100,100,99.95454,99.90204,99.97471,99.9358241666667,99.81818,100,4597.10324,32,6,0.181820000000002,0.133099999999999,0.0483899999999977,37,-0.0483899999999977,35
Droxinostat,99.75685,99.85445,99.89893,99.95938,99.95847,99.88831,99.97582,100,100,100,100,100,100,99.97229,100,99.96877,99.91462,100,100,100,100,99.95951,100,100,99.9628083333333,99.75685,100,4598.45795,14,0,0.24315,0.24315,0.0488,1,-0.0350800000000007,9
MK.2866..GTx.024.,99.505,99.52606,99.46624,99.55701,99.34978,99.24913,98.82197,99.09744,98.93816,98.8704,99.29984,99.58644,99.40891,99.76134,99.62961,99.74171,99.40607,99.4643,99.65739,99.39496,99.4706,99.59003,99.52731,99.39351,99.4047170833333,98.82197,99.76134,4572.52791,26,12,0.939370000000011,-0.111489999999989,0.21472,19,-0.21358,11
Tizanidine.HCl,99.6725,99.69627,99.71554,99.75519,99.56302,99.52488,99.42031,99.41271,99.6705,99.66898,99.45567,99.54485,99.45007,99.57724,99.7261,99.95944,99.79539,99.67734,99.82178,99.9173,99.88387,99.76265,99.94785,99.91745,99.6890375,99.41271,99.95944,4585.48385,30,14,0.546729999999997,0.244950000000003,0.128895,15,-0.106655000000003,19
Ritonavir,99.60432,99.50651,99.82888,99.75105,99.78269,99.85707,99.91462,99.92084,99.83546,99.79525,99.878,99.93362,99.89804,99.95592,99.94016,100,100,99.95709,99.94978,99.87331,99.93195,99.9276,99.97933,99.84664,99.8695054166667,99.50651,100,4594.2853,30,2,0.493489999999994,0.242319999999992,0.161184999999996,3,-0.0663450000000054,45
Zonisamide,99.33368,99.60135,99.3857,99.44745,99.36573,99.57317,99.19719,99.41222,99.41167,99.45747,99.63278,99.81432,99.80313,99.86764,99.79359,99.78529,99.68742,99.71671,99.91932,99.93927,100,99.8626,99.75381,99.89555,99.6523775,99.19719,100,4584.08489,40,12,0.802809999999994,0.561869999999999,0.133834999999998,1,-0.187989999999999,11
CUDC.101,99.75014,99.81853,99.89259,99.87649,99.86991,99.94404,99.98051,100,100,100,99.95647,100,100,99.98135,100,100,100,100,100,100,99.97594,99.98079,99.95226,99.9772,99.9565091666667,99.75014,100,4598.1851,14,0,0.249859999999998,0.227059999999994,0.0370649999999983,9,-0.021765000000002,19
Zibotentan..ZD4054.,99.34653,99.67188,99.41942,99.60972,99.26481,99.13737,99.37589,99.16148,99.13393,99.42618,99.57932,99.72742,99.49961,99.90757,99.94577,99.9106,99.82372,99.9792,99.85997,99.77356,99.97562,99.93595,99.83054,99.86813,99.63184125,99.13393,99.9792,4583.11372,34,16,0.845269999999999,0.521599999999992,0.203980000000001,25,-0.172454999999999,7
Dutasteride,99.54236,99.70697,99.75318,99.80388,99.8467,99.71256,99.66159,99.74552,99.44912,99.4956,99.61482,99.76361,99.53214,99.92262,99.76057,99.72002,99.74109,99.90225,99.97761,99.92069,99.89381,99.9334,99.87524,99.87448,99.7562429166667,99.44912,99.97761,4588.88282,36,16,0.528490000000005,0.332120000000003,0.195239999999998,25,-0.148200000000003,15
Calcitriol,99.65868,99.71602,99.64957,99.78199,99.65972,99.53947,99.48994,99.36028,99.28194,99.54582,99.60211,99.87386,99.77412,99.62242,99.73882,99.7786,99.7576,99.64045,99.5233,99.77238,99.79111,99.77294,99.71111,99.56261,99.6502025,99.28194,99.87386,4583.98843,22,16,0.591919999999988,-0.0960699999999974,0.135874999999999,21,-0.0758499999999955,25
Imiquimod,99.65855,99.71735,99.78655,99.58774,99.4174,99.29356,99.12314,99.11237,99.24762,99.09323,98.66663,98.94175,99.15043,99.35275,99.66476,99.66525,99.54029,99.65192,99.6412,99.57932,99.72673,99.57394,99.72797,99.79324,99.44640375,98.66663,99.79324,4573.97559,46,20,1.12661,0.134689999999992,0.156005,27,-0.213300000000004,19
SB525334,99.51757,99.46548,99.39391,99.47771,99.43406,99.44323,99.11353,99.27,99.32912,99.79608,99.57441,99.74815,99.81287,99.96289,99.94729,99.94121,99.9783,99.9053,99.98032,99.9566,100,99.97623,100,99.90903,99.70555375,99.11353,100,4586.43998,40,12,0.886470000000003,0.391459999999995,0.23348,17,-0.164850000000001,11
CO.1686..AVL.301.,99.86633,99.86211,99.62746,99.75615,99.8503,99.91365,99.91538,99.76991,99.89493,99.88857,99.8997,99.90134,99.95992,100,100,99.95393,99.95177,100,99.9783,100,100,99.93438,99.97871,99.97726,99.9116708333333,99.62746,100,4595.91661,26,4,0.372540000000001,0.110929999999996,0.064345000000003,5,-0.117325000000001,3
WZ4003,99.42562,99.64384,99.61054,99.35938,99.66476,99.47903,99.28056,99.16673,98.80188,98.59382,98.43411,97.66046,97.50905,97.78873,98.00024,97.75986,97.45068,97.62695,97.91756,97.35701,96.96542,95.99026,95.59743,93.98513,98.04454375,93.98513,99.66476,4512.72735,8,46,5.67963,-5.44049,0.15269,7,-0.806150000000002,45
Linifanib..ABT.869.,99.5237,99.7612,99.85278,99.82101,99.8235,99.6609,99.47073,99.44599,99.05946,98.8407,98.35647,98.26266,98.49249,97.85477,97.48734,97.59409,97.04913,96.50661,95.74539,95.22062,94.10574,94.20216,92.99299,92.0789,97.55038875,92.0789,99.85278,4490.81606,4,46,7.77387999999999,-7.4448,0.118749999999999,1,-0.604585,43
OSI.930,99.09717,99.31897,99.30267,99.24044,98.97124,99.23,98.73901,98.65475,98.69114,98.73238,98.27434,97.74023,98.13425,98.24705,97.39727,98.35792,97.80006,98.06642,98.12948,98.20602,97.35466,98.50947,98.82826,98.8505,98.4947375,97.35466,99.31897,4529.79973,2,40,1.96431,-0.246670000000009,0.577404999999999,41,-0.42568,39
Afatinib..BIBW2992.,99.65952,99.769,99.85134,99.7272,99.92394,99.94839,100,99.97215,100,99.97603,99.93817,99.98051,99.91331,100,100,99.98024,100,100,100,100,100,100,100,100,99.943325,99.65952,100,4597.62008,12,0,0.340479999999999,0.340479999999999,0.0983700000000027,7,-0.0620699999999985,5
Idarubicin.HCl,99.67416,99.32256,98.9519,99.28368,98.88186,98.94831,99.34563,99.60122,99.81632,99.91102,99.87068,99.96304,99.96151,100,100,100,99.98135,100,100,100,100,100,100,100,99.7297183333333,98.88186,100,4587.35232,26,8,1.11814,0.325839999999999,0.198659999999997,11,-0.20091,7
Ridaforolimus..Deforolimus..MK.8669.,99.62064,99.77238,99.7994,99.82896,99.83179,99.84063,99.79539,99.81937,99.61704,99.85687,99.65683,99.84409,99.81411,99.84188,99.75967,99.8394,99.96719,99.83669,99.93611,99.93188,99.89561,99.95806,99.83401,99.8633,99.8233875,99.61704,99.96719,4592.03866,32,16,0.350149999999999,0.242660000000001,0.119914999999999,17,-0.101165000000002,15
Agomelatine,99.53635,99.68819,99.80479,99.76892,99.69157,99.72942,99.69751,99.75829,99.78088,99.78945,99.69509,99.81307,99.80134,99.77356,99.75622,99.82709,99.87193,99.76354,99.82882,99.87144,99.78468,99.81113,99.89699,99.82336,99.7734845833333,99.53635,99.89699,4589.76755,44,0,0.360640000000004,0.287009999999995,0.0759200000000035,1,-0.054195,33
NVP.AEW541,98.87213,99.1237,99.17549,99.1764,99.29189,99.34302,99.89252,99.8347,99.86951,99.8568,99.7882,100,99.96809,100,99.98071,100,100,100,100,100,100,100,100,100,99.757215,98.87213,100,4589.47419,22,0,1.12787,1.12787,0.274750000000004,11,-0.0343000000000018,19
Nepafenac,99.89659,99.85943,99.8653,99.83076,99.65868,99.54057,99.63367,99.66595,99.61283,99.5968,99.82674,99.88525,99.95765,99.9113,99.91371,99.97527,99.89722,99.95834,99.92056,99.90163,99.88345,99.88531,99.75477,99.84346,99.8198016666667,99.54057,99.97527,4591.61043,30,10,0.434699999999992,-0.0531300000000101,0.11497,19,-0.086039999999997,7
Tandutinib..MLN518.,99.88651,99.77535,99.72948,99.75512,99.69316,99.656,99.69833,99.8159,99.70905,99.767,99.95966,99.87164,99.90045,99.91282,100,99.95564,99.97823,99.92629,100,99.97906,100,99.98114,99.95626,99.97871,99.8702416666667,99.656,100,4593.90638,28,10,0.343999999999994,0.0922000000000054,0.0963300000000018,19,-0.0555799999999991,1
PD173074,99.69247,99.82067,99.7641,99.69067,99.72776,99.76438,99.71451,99.9343,99.7978,99.95531,99.94451,100,100,100,100,100,100,100,100,100,100,100,100,100,99.9086033333333,99.69067,100,4595.92049,22,6,0.309330000000003,0.30753,0.109894999999995,13,-0.068249999999999,15
Entinostat..MS.275.,99.84229,99.87448,99.8139,99.64101,99.70933,99.85086,99.90412,100,99.97768,100,99.92173,100,99.95288,100,99.95758,99.97982,99.93775,100,99.93224,100,100,99.97761,100,100,99.9280533333333,99.64101,100,4596.70427,14,6,0.358990000000006,0.157709999999994,0.0707650000000015,9,-0.0864450000000048,5
Amisulpride,99.60647,99.72424,99.60453,99.60336,99.51231,99.48841,99.58084,99.67975,99.65945,99.69619,99.70097,99.57635,99.84126,99.89948,99.78323,99.85045,99.78108,99.90716,99.87599,99.93623,99.79165,99.78269,99.75166,99.66671,99.7208525,99.48841,99.93623,4587.32774,38,10,0.447819999999993,0.0602399999999932,0.132455,23,-0.0722899999999953,39
SL.327,99.87234,99.93789,99.87006,99.75795,99.66573,99.83863,99.80416,99.7862,99.8921,99.8072,99.82274,99.76127,99.89114,99.88395,99.91338,99.93181,99.95323,99.91365,99.90094,100,99.83207,99.92394,99.7929,99.90198,99.8606358333333,99.66573,100,4593.5362,38,8,0.334270000000004,0.0296400000000006,0.0864499999999992,9,-0.0839649999999992,39
Camptothecin,99.85777,99.88637,99.8566,99.69986,99.66919,99.73239,99.87296,99.94701,99.92594,100,99.97603,99.95827,99.97382,100,99.96738,99.95448,99.97424,99.96006,99.93506,100,100,99.97928,99.88505,99.88934,99.9125458333333,99.66919,100,4596.05509,18,8,0.33081,0.0315700000000021,0.0702850000000055,11,-0.0783699999999996,5
SB203580,99.60722,99.78419,99.66705,99.46389,99.56606,99.4038,99.25142,99.67616,99.63535,99.13702,99.44877,99.31455,99.29486,99.19263,99.61876,99.63631,99.39786,99.3884,99.39448,99.73418,99.54043,99.60999,99.47992,99.39005,99.4847229166667,99.13702,99.78419,4576.26943,2,18,0.647169999999988,-0.217169999999996,0.213065,27,-0.249164999999998,17
Ifosfamide,99.60017,99.4505,99.62782,99.56094,99.43868,99.61758,99.53642,99.49207,99.78793,99.66801,99.62822,99.9283,99.77943,99.95979,99.93265,99.91786,99.86385,99.87103,99.94888,99.73309,99.83641,99.64986,99.69495,99.81093,99.7223070833333,99.43868,99.95979,4587.25964,26,8,0.521109999999993,0.210759999999993,0.150039999999997,21,-0.107894999999999,37
NVP.ADW742,99.72742,99.5175,99.45775,99.04791,99.46603,99.46445,99.82516,99.67072,99.90031,99.53565,99.71304,99.83917,100,100,100,100,100,100,100,100,100,100,100,100,99.79854625,99.04791,100,4590.6028,24,6,0.952089999999998,0.272580000000005,0.209060000000001,7,-0.204920000000001,5
Doxazosin.Mesylate,99.81756,99.71803,99.81273,99.84713,99.68839,99.72424,99.62008,99.6638,99.84299,99.89196,99.95144,99.83159,99.95938,99.92401,99.88802,99.95461,100,99.97851,100,100,100,99.93506,99.95709,99.98009,99.87444625,99.62008,100,4594.17577,32,12,0.379919999999998,0.162530000000004,0.0895950000000028,15,-0.0793700000000044,7
BTZ043.Racemate,99.75816,99.75,99.8166,99.86301,99.80893,99.77425,99.91904,99.7869,100,99.9734,99.94874,99.97997,99.88084,99.98086,99.98003,99.98016,99.96097,100,99.97305,99.96477,100,99.94833,99.97976,100,99.91782375,99.75,100,4596.29738,16,2,0.25,0.241839999999996,0.106549999999999,15,-0.0660699999999963,13
Flupirtine.maleate,99.67443,99.77259,99.63229,99.56046,99.40511,99.24416,99.33915,99.56758,99.6924,99.53186,99.72018,99.62387,99.76693,99.8217,99.70531,99.93375,99.81715,99.77542,99.85542,99.95026,100,99.90585,99.95821,99.88235,99.7140179166667,99.24416,100,4586.71608,40,10,0.755840000000006,0.207920000000001,0.114220000000003,29,-0.0804749999999999,9
OSU.03012..AR.12.,99.39426,99.53684,99.55825,99.54105,99.37962,99.51301,99.69688,99.42971,99.55023,99.46307,99.22633,99.39917,99.52033,99.73405,99.59639,99.94907,99.6412,99.66131,99.95814,99.79049,99.75118,99.92685,99.80293,99.89555,99.62149625,99.22633,99.95814,4582.54201,36,20,0.731809999999996,0.501289999999997,0.176340000000003,29,-0.153935000000004,31
TG100.115,99.84264,99.86267,99.88995,99.7972,99.88927,99.91198,99.90501,100,99.95951,100,99.98032,99.94032,100,100,99.98009,100,100,100,100,100,100,99.97623,100,100,99.9556329166667,99.7972,100,4598.02774,14,6,0.202799999999996,0.157359999999997,0.0474949999999978,13,-0.0463749999999976,5
Suvorexant..MK.4305.,99.31331,99.58596,99.24506,99.02995,99.15672,98.73051,98.46243,98.31647,98.20367,98.00093,98.86211,98.70896,99.04903,99.04426,98.82909,99.20016,99.26592,98.9501,98.99597,98.91557,99.28912,98.61895,98.83379,98.51181,98.87999375,98.00093,99.58596,4548.41458,2,18,1.58503,-0.801500000000004,0.430590000000002,19,-0.335084999999999,41
IWP.L6,99.31856,99.56274,99.56255,99.30011,99.26385,99.02443,98.6079,98.21479,98.00695,97.99064,97.96487,97.80317,98.08244,98.35626,98.10551,98.40392,97.71676,97.30824,96.69794,96.80281,95.63785,95.86385,94.63271,93.6575,97.7452645833333,93.6575,99.56274,4498.79664,2,46,5.90524000000001,-5.66106000000001,0.149205000000002,29,-0.615569999999998,43
JNJ.38877605,99.35773,99.53435,99.52841,99.5675,99.63666,99.34958,99.08971,99.08812,99.03224,98.88172,98.63464,98.7004,98.37885,98.29927,97.45233,97.40453,97.45226,96.53217,96.59303,95.9904,93.77023,91.97951,91.58806,89.35551,97.29988375,89.35551,99.63666,4481.68118,8,46,10.28115,-10.00222,0.0883099999999999,1,-1.116275,45
MGCD.265,98.97607,98.83841,98.62945,98.68706,98.25955,98.15532,97.63345,97.3503,97.60133,97.78086,97.8277,97.65044,97.76877,98.303,99.10732,99.19995,99.71941,99.67645,99.82082,99.88416,99.81349,99.88181,99.86418,99.97838,98.7669866666667,97.3503,99.97838,4541.86091,46,14,2.62808,1.00230999999999,0.402160000000002,27,-0.260935000000003,11
Mocetinostat..MGCD0103.,99.49732,99.60329,99.82095,99.78545,99.74427,99.65807,99.63569,99.40987,99.80444,99.66048,99.80388,99.86896,99.65482,99.81715,99.91026,99.92552,99.81322,99.6964,99.80423,99.97726,99.84353,99.98038,100,99.9772,99.77886,99.40987,100,4589.91076,44,14,0.590130000000002,0.479879999999994,0.197285000000001,15,-0.112909999999999,13
Daptomycin,99.7268,99.86708,99.92096,99.82296,99.73309,99.67181,99.62981,99.572,99.66063,99.5168,99.51797,99.69606,99.74365,99.94245,99.86951,99.81667,99.5854,99.76742,99.84499,99.94798,99.72154,99.95461,99.70007,99.72963,99.74832875,99.5168,99.95461,4588.46335,42,18,0.437809999999999,0.002830000000003,0.116534999999999,41,-0.127270000000003,43
Brivanib.Alaninate..BMS.582664.,99.64328,99.84631,99.84513,99.6973,99.68321,99.74586,99.73322,99.87186,99.92808,99.94189,99.84748,99.90204,99.93195,100,99.89217,99.95626,99.93595,100,100,99.96939,100,99.97713,99.98079,100,99.8887208333333,99.64328,100,4595.01532,26,0,0.356719999999996,0.356719999999996,0.101514999999999,1,-0.0739149999999995,5
Mianserin.HCl,99.50894,99.71339,99.59134,99.58147,99.61283,99.43081,99.28671,99.41395,99.34053,99.63692,99.38687,99.56275,99.86523,99.55694,99.58408,99.75359,99.9305,99.88428,99.93347,99.82634,99.8396,99.91841,99.89825,99.97665,99.6680770833333,99.28671,99.97665,4584.58211,46,12,0.689940000000007,0.467710000000011,0.151240000000001,23,-0.154145,25
Barasertib..AZD1152.HQPA.,99.80968,99.89037,99.89439,99.92919,99.92262,99.91696,99.87489,99.89651,99.93271,99.89534,99.95198,99.93927,99.97982,99.97761,99.97894,100,100,99.97886,100,100,99.97388,99.96194,100,99.98016,99.9452133333333,99.80968,100,4597.5804,30,0,0.19032,0.170479999999998,0.0403450000000021,1,-0.0210350000000048,11
Pelitinib..EKB.569.,99.6332,99.93125,99.89783,99.88831,100,99.95709,99.89989,99.78136,99.78917,99.74055,99.50209,99.46334,99.60143,99.70918,99.63175,99.47018,99.76942,99.59258,99.16976,99.07023,99.59058,99.47053,99.53283,99.62354,99.6548370833333,99.07023,100,4584.17544,8,38,0.929770000000005,-0.00965999999999667,0.260175000000004,39,-0.211410000000001,35
CEP.18770..Delanzomib.,99.05856,99.75277,99.71989,99.4221,99.17847,99.08273,98.59906,98.45932,98.46587,97.60098,97.63883,97.65686,97.1245,96.72585,96.40064,96.17262,95.83388,96.16199,95.48767,95.01374,93.91557,93.70185,92.32191,92.10883,96.9001870833333,92.10883,99.75277,4460.04159,2,46,7.64394,-6.94973,0.347104999999999,1,-0.689969999999995,43
Tigecycline,99.70386,99.8025,99.79752,99.87559,99.85397,99.77729,99.70648,99.68314,99.7306,99.80271,99.71312,99.67651,99.64031,99.54188,99.61061,99.69716,99.85487,99.50237,99.47771,99.69157,99.61323,99.54913,99.50906,99.53201,99.6809666666667,99.47771,99.87559,4585.45053,6,36,0.397880000000001,-0.171850000000006,0.106929999999998,37,-0.176250000000003,33
CP.724714,99.47288,99.36588,99.08543,99.19457,99.05607,98.73611,98.72983,99.08896,98.81264,99.11396,98.95977,99.16548,99.39973,99.14642,99.36974,99.25114,99.6542,99.45174,99.61781,99.72935,99.53649,99.61199,99.5517,99.72984,99.2846554166667,98.72983,99.72984,4566.46074,46,12,1.00000999999999,0.256959999999992,0.201529999999998,31,-0.159980000000004,9
Prazosin.HCl,99.70386,99.66622,99.58472,99.423,99.50927,99.68148,99.57284,99.58147,99.67326,99.92704,100,100,99.70269,99.81432,99.7261,99.81963,99.82198,99.65523,99.76797,99.52924,99.83732,99.66552,99.60764,99.53982,99.7004425,99.423,100,4586.37756,20,6,0.576999999999998,-0.16404,0.154040000000002,39,-0.148654999999998,23
BIIB021,99.28996,99.14172,99.20078,99.12514,99.02857,99.21832,99.28796,99.0676,98.87523,98.96164,98.66095,98.45911,97.8545,98.12148,97.49564,96.98821,96.62508,96.6029,97.27018,98.08292,97.89324,99.1442,99.37796,99.22122,98.4581045833333,96.6029,99.37796,4527.47784,44,34,2.77506,-0.0687399999999911,0.625479999999996,41,-0.312920000000005,27
Topiramate,99.37486,99.42901,99.66595,99.50665,99.59231,99.40684,99.53635,99.186,99.40504,99.36726,98.99369,99.13828,99.42825,99.5825,99.37776,99.51715,99.35047,99.19518,99.55769,99.38267,99.43467,98.75661,99.24657,99.00371,99.3514779166667,98.75661,99.66595,4570.49237,4,42,0.90934,-0.37115,0.244980000000005,43,-0.339030000000001,41
BIBR.1532,99.66069,99.76513,99.7672,99.79565,99.72736,99.50285,99.71996,99.5188,99.75318,99.59803,99.84989,99.60198,99.72673,99.64951,99.85763,99.55956,99.85699,99.62319,99.71983,99.66241,99.76479,99.72203,99.70835,99.50561,99.6923895833333,99.50285,99.85763,4586.0684,28,10,0.354780000000005,-0.155079999999998,0.148714999999996,31,-0.149034999999998,29
